2024-02-13 10:26:58,996 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][front/common/login] Deprecated unwrapped fragment expression "fragments/front/common :: ibioFooter" found in template front/common/login, line 68, col 48. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: ibioFooter}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:26:59,002 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][front/common/login] Deprecated unwrapped fragment expression "fragments/front/common :: scriptSrc" found in template front/common/login, line 71, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:01,932 INFO  [http-nio-8080-exec-6] com.dev.IBIOECommerce.service.authentication.PrincipalDetailsService : PrincipalDetailService.loadUserByUsername
2024-02-13 10:27:02,042 WARN  [http-nio-8080-exec-4] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-4][front/common/index] Deprecated unwrapped fragment expression "fragments/front/common :: headSrc" found in template front/common/index, line 4, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:02,043 WARN  [http-nio-8080-exec-4] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-4][front/common/index] Deprecated unwrapped fragment expression "fragments/front/common :: headerMenu" found in template front/common/index, line 10, col 45. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:02,049 WARN  [http-nio-8080-exec-4] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-4][front/common/index] Deprecated unwrapped fragment expression "fragments/front/common :: ibioFooter" found in template front/common/index, line 2703, col 49. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: ibioFooter}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:02,051 WARN  [http-nio-8080-exec-4] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-4][front/common/index] Deprecated unwrapped fragment expression "fragments/front/common :: scriptSrc" found in template front/common/index, line 2706, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,347 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/common/index, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,352 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: headerMenu" found in template administration/common/index, line 14, col 28. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,356 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: removeModal" found in template administration/common/index, line 19, col 4. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: removeModal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,360 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: navMenu" found in template administration/common/index, line 22, col 37. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: navMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,366 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: footerSrc" found in template administration/common/index, line 1050, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: footerSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,370 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: themeSrc" found in template administration/common/index, line 1056, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: themeSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:14,374 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/common/index] Deprecated unwrapped fragment expression "fragments/administration/common :: scriptSrc" found in template administration/common/index, line 1058, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:55,487 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][front/common/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: headSrc" found in template front/common/signupForm, line 4, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:55,497 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][front/common/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: headerMenu" found in template front/common/signupForm, line 10, col 45. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:55,504 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][front/common/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: ibioFooter" found in template front/common/signupForm, line 141, col 49. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: ibioFooter}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:27:55,509 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][front/common/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: scriptSrc" found in template front/common/signupForm, line 144, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:04,564 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][front/common/dealer/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: headSrc" found in template front/common/dealer/signupForm, line 4, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:04,572 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][front/common/dealer/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: headerMenu" found in template front/common/dealer/signupForm, line 10, col 45. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:04,579 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][front/common/dealer/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: footer" found in template front/common/dealer/signupForm, line 182, col 49. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: footer}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:04,584 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][front/common/dealer/signupForm] Deprecated unwrapped fragment expression "fragments/front/common :: scriptSrc" found in template front/common/dealer/signupForm, line 185, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/front/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,557 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/ibio/member/select/memberRegistrationCheck, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,564 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: headerMenu" found in template administration/ibio/member/select/memberRegistrationCheck, line 14, col 28. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,571 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: removeModal" found in template administration/ibio/member/select/memberRegistrationCheck, line 19, col 4. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: removeModal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,576 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: navMenu" found in template administration/ibio/member/select/memberRegistrationCheck, line 22, col 37. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: navMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,580 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: footerSrc" found in template administration/ibio/member/select/memberRegistrationCheck, line 180, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: footerSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,584 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: themeSrc" found in template administration/ibio/member/select/memberRegistrationCheck, line 186, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: themeSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:22,588 WARN  [http-nio-8080-exec-6] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-6][administration/ibio/member/select/memberRegistrationCheck] Deprecated unwrapped fragment expression "fragments/administration/common :: scriptSrc" found in template administration/ibio/member/select/memberRegistrationCheck, line 188, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,751 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,754 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: headerMenu" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 14, col 28. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,759 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: removeModal" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 19, col 4. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: removeModal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,762 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: navMenu" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 22, col 37. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: navMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,766 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: footerSrc" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 340, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: footerSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,769 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: themeSrc" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 346, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: themeSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:28:51,773 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/detail/memberRegistrationCheckDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: scriptSrc" found in template administration/ibio/member/detail/memberRegistrationCheckDetail, line 348, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,161 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/ibio/member/select/dealerManager, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,168 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: headerMenu" found in template administration/ibio/member/select/dealerManager, line 14, col 28. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,177 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: removeModal" found in template administration/ibio/member/select/dealerManager, line 19, col 4. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: removeModal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,182 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: navMenu" found in template administration/ibio/member/select/dealerManager, line 22, col 37. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: navMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,187 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: footerSrc" found in template administration/ibio/member/select/dealerManager, line 325, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: footerSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,190 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: themeSrc" found in template administration/ibio/member/select/dealerManager, line 331, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: themeSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:15,195 WARN  [http-nio-8080-exec-2] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-2][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: scriptSrc" found in template administration/ibio/member/select/dealerManager, line 333, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,722 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/ibio/member/detail/dealerManagerDetail, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,732 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: headerMenu" found in template administration/ibio/member/detail/dealerManagerDetail, line 14, col 28. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,739 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: removeModal" found in template administration/ibio/member/detail/dealerManagerDetail, line 19, col 4. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: removeModal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,744 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: navMenu" found in template administration/ibio/member/detail/dealerManagerDetail, line 22, col 37. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: navMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,750 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: footerSrc" found in template administration/ibio/member/detail/dealerManagerDetail, line 265, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: footerSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,754 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: themeSrc" found in template administration/ibio/member/detail/dealerManagerDetail, line 271, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: themeSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:33,758 WARN  [http-nio-8080-exec-7] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-7][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: scriptSrc" found in template administration/ibio/member/detail/dealerManagerDetail, line 273, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,561 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/ibio/member/select/dealerManager, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,567 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: headerMenu" found in template administration/ibio/member/select/dealerManager, line 14, col 28. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headerMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,576 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: removeModal" found in template administration/ibio/member/select/dealerManager, line 19, col 4. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: removeModal}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,581 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: navMenu" found in template administration/ibio/member/select/dealerManager, line 22, col 37. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: navMenu}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,586 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: footerSrc" found in template administration/ibio/member/select/dealerManager, line 325, col 14. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: footerSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,589 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: themeSrc" found in template administration/ibio/member/select/dealerManager, line 331, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: themeSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:35,592 WARN  [http-nio-8080-exec-9] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-9][administration/ibio/member/select/dealerManager] Deprecated unwrapped fragment expression "fragments/administration/common :: scriptSrc" found in template administration/ibio/member/select/dealerManager, line 333, col 12. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: scriptSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2024-02-13 10:31:38,360 WARN  [http-nio-8080-exec-8] org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor : [THYMELEAF][http-nio-8080-exec-8][administration/ibio/member/detail/dealerManagerDetail] Deprecated unwrapped fragment expression "fragments/administration/common :: headSrc" found in template administration/ibio/member/detail/dealerManagerDetail, line 6, col 7. Please use the complete syntax of fragment expressions instead ("~{fragments/administration/common :: headSrc}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
